cena,powierzchnia,wiek,czynsz,pokoje,piętro,wysokość budynku,odległość od centrum,miasto,zabudowa,wykończenie,okna,ogrzewanie
1480000,69.0,76.0,1000.0,3.0,2,3.0,1.01,Warszawa,kamienica,do zamieszkania,,miejskie
2990000,133.0,28.0,2400.0,4.0,1,2.0,8.85,Warszawa,apartamentowiec,do zamieszkania,,gazowe
1450000,57.0,17.0,1200.0,2.0,2,5.0,3.96,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
763230,61.8,1.0,650.0,3.0,2,4.0,10.02,Ząbki,blok,do wykończenia,,miejskie
1100000,67.0,21.0,1200.0,3.0,1,9.0,8.17,Warszawa,apartamentowiec,do zamieszkania,,kotłownia
1420000,62.0,74.0,1197.0,3.0,3,4.0,1.89,Warszawa,kamienica,do zamieszkania,,miejskie
1950000,86.0,4.0,1491.0,4.0,1,6.0,4.55,Warszawa,blok,do zamieszkania,plastikowe,miejskie
953474,56.09,55.0,,3.0,1,2.0,6.65,Warszawa,blok,do zamieszkania,plastikowe,miejskie
775000,62.0,24.0,950.0,2.0,> 10,17.0,6.36,Warszawa,blok,do zamieszkania,plastikowe,miejskie
559900,41.47,1.0,450.0,2.0,1,4.0,10.02,Ząbki,blok,do wykończenia,,miejskie
690000,59.0,13.0,580.0,2.0,parter,3.0,28.61,Nowy Dwór Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
1888000,87.97,21.0,,3.0,6,6.0,5.79,Warszawa,blok,do zamieszkania,plastikowe,miejskie
699000,54.68,14.0,700.0,2.0,2,3.0,21.95,Otwock,apartamentowiec,do zamieszkania,,gazowe
1200000,81.96,6.0,1200.0,4.0,3,3.0,16.16,Pruszków,apartamentowiec,do zamieszkania,,miejskie
939000,50.5,77.0,930.0,3.0,parter,3.0,2.06,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
900000,53.17,14.0,790.0,2.0,6,6.0,7.01,Warszawa,blok,do zamieszkania,,miejskie
895000,64.42,44.0,1149.0,3.0,6,8.0,5.66,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1799000,100.0,3.0,,4.0,parter,6.0,5.48,Warszawa,blok,do zamieszkania,,miejskie
1100000,50.0,10.0,600.0,3.0,5,6.0,4.05,Warszawa,apartamentowiec,do zamieszkania,,
1490000,64.6,91.0,460.0,3.0,3,4.0,3.27,Warszawa,kamienica,do zamieszkania,,
1149999,76.9,13.0,740.0,3.0,parter,3.0,11.37,Warszawa,blok,do zamieszkania,plastikowe,kotłownia
540000,100.0,66.0,,5.0,2,2.0,92.45,Radom,kamienica,do remontu,plastikowe,gazowe
2547000,118.54,7.0,1700.0,4.0,6,6.0,3.52,Warszawa,blok,do zamieszkania,plastikowe,miejskie
375000,60.04,47.0,,3.0,2,4.0,95.59,Radom,blok,,plastikowe,miejskie
839000,73.53,4.0,640.0,3.0,3,4.0,87.2,Ostrów Mazowiecka,blok,do zamieszkania,plastikowe,miejskie
889000,53.78,34.0,1002.0,2.0,4,4.0,4.82,Warszawa,blok,do zamieszkania,plastikowe,miejskie
450000,19.0,76.0,500.0,1.0,3,5.0,0.86,Warszawa,kamienica,do zamieszkania,,miejskie
809000,67.0,52.0,500.0,5.0,2,4.0,7.03,Warszawa,blok,do remontu,plastikowe,miejskie
809000,67.0,52.0,500.0,3.0,2,,7.03,Warszawa,blok,do wykończenia,plastikowe,miejskie
1299421,63.9,92.0,800.0,3.0,3,4.0,4.05,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
760000,24.0,67.0,430.0,1.0,6,6.0,1.19,Warszawa,kamienica,do remontu,,miejskie
649000,28.0,5.0,,2.0,8,,3.26,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
865000,111.0,1.0,,5.0,1,2.0,14.9,Marki,blok,do wykończenia,plastikowe,inne
749000,49.0,70.0,630.0,2.0,2,4.0,6.43,Warszawa,blok,do wykończenia,plastikowe,miejskie
820000,54.85,0.0,900.0,2.0,1,2.0,12.93,Warszawa,apartamentowiec,do wykończenia,plastikowe,miejskie
1299999,96.4,26.0,,4.0,2,,10.09,Warszawa,blok,do zamieszkania,plastikowe,elektryczne
1259000,79.0,5.0,800.0,3.0,1,3.0,14.49,Józefosław,blok,,plastikowe,miejskie
799000,48.0,67.0,700.0,2.0,parter,4.0,3.74,Warszawa,blok,,plastikowe,miejskie
580000,25.6,55.0,500.0,1.0,5,10.0,1.84,Warszawa,blok,,,miejskie
1685000,94.17,2.0,980.0,4.0,3,4.0,7.44,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1030000,50.0,8.0,600.0,2.0,8,12.0,4.92,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
920000,63.3,50.0,1000.0,3.0,2,13.0,5.43,Warszawa,blok,do remontu,plastikowe,miejskie
1745640,67.14,3.0,1450.0,4.0,1,8.0,5.22,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
535000,33.0,94.0,800.0,2.0,6,6.0,3.35,Warszawa,kamienica,do remontu,plastikowe,miejskie
980000,47.0,88.0,990.0,1.0,1,5.0,0.96,Warszawa,kamienica,do zamieszkania,drewniane,miejskie
615000,51.35,18.0,690.0,2.0,3,3.0,17.0,Piaseczno,blok,do zamieszkania,plastikowe,gazowe
1499000,88.8,36.0,780.0,3.0,3,3.0,10.56,Warszawa,blok,do zamieszkania,,miejskie
839000,59.0,77.0,900.0,2.0,2,3.0,2.05,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
755000,32.44,4.0,202.0,1.0,4,8.0,6.74,Warszawa,blok,do zamieszkania,plastikowe,miejskie
999900,68.15,76.0,374.0,2.0,,3.0,3.47,Warszawa,kamienica,do zamieszkania,,elektryczne
499900,32.3,89.0,550.0,1.0,4,4.0,4.29,Warszawa,kamienica,do wykończenia,,miejskie
3650000,146.2,11.0,1760.0,5.0,4,4.0,8.98,Warszawa,apartamentowiec,do zamieszkania,,miejskie
760000,35.24,4.0,212.0,2.0,7,12.0,6.74,Warszawa,blok,do zamieszkania,plastikowe,miejskie
896000,48.5,16.0,800.0,2.0,2,3.0,7.93,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
790000,62.99,13.0,949.0,3.0,1,6.0,15.56,Józefosław,blok,do zamieszkania,,miejskie
799000,46.6,58.0,850.0,3.0,3,4.0,6.43,Warszawa,blok,do zamieszkania,,miejskie
685000,37.7,48.0,605.0,2.0,9,10.0,2.43,Warszawa,blok,do zamieszkania,,miejskie
1999000,104.08,5.0,1776.0,5.0,4,6.0,7.56,Warszawa,blok,do zamieszkania,,miejskie
1980000,88.0,1.0,1000.0,4.0,1,5.0,5.86,Warszawa,blok,do zamieszkania,,miejskie
950000,41.94,4.0,692.0,2.0,> 10,23.0,2.92,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1095000,80.36,23.0,1700.0,4.0,7,7.0,8.29,Warszawa,blok,do zamieszkania,,miejskie
1061000,28.54,0.0,,1.0,6,8.0,0.88,Warszawa,apartamentowiec,do wykończenia,,miejskie
1483200,41.2,0.0,,2.0,4,8.0,0.88,Warszawa,apartamentowiec,do wykończenia,,miejskie
1810160,53.24,0.0,,3.0,2,8.0,0.88,Warszawa,apartamentowiec,do wykończenia,,miejskie
4727160,131.31,0.0,,4.0,7,8.0,0.88,Warszawa,apartamentowiec,do wykończenia,,miejskie
620000,58.1,51.0,1118.0,3.0,7,10.0,6.51,Warszawa,blok,do remontu,,miejskie
609000,37.0,,650.0,2.0,4,,4.47,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1150000,97.5,30.0,1300.0,4.0,3,4.0,17.01,Pruszków,blok,do zamieszkania,plastikowe,miejskie
730000,35.0,94.0,650.0,2.0,parter,3.0,4.47,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
745000,47.0,61.0,800.0,2.0,2,3.0,4.47,Warszawa,blok,do remontu,plastikowe,miejskie
1295000,77.65,13.0,1300.0,4.0,7,8.0,10.64,Warszawa,blok,do zamieszkania,plastikowe,miejskie
489000,29.1,58.0,550.0,2.0,1,7.0,4.47,Warszawa,blok,,plastikowe,miejskie
390000,20.0,56.0,600.0,1.0,2,10.0,1.69,Warszawa,blok,do zamieszkania,plastikowe,miejskie
449000,19.6,58.0,850.0,1.0,6,6.0,0.19,Warszawa,blok,do zamieszkania,plastikowe,miejskie
670000,54.47,15.0,800.0,3.0,3,3.0,15.03,Pruszków,blok,do zamieszkania,plastikowe,gazowe
695000,35.23,56.0,,2.0,4,10.0,4.67,Warszawa,blok,do zamieszkania,plastikowe,miejskie
673000,49.9,14.0,595.0,2.0,2,4.0,8.76,Warszawa,blok,do zamieszkania,,inne
799700,61.0,1.0,650.0,3.0,2,7.0,28.33,Nowy Dwór Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
1375000,73.67,10.0,1052.0,3.0,3,7.0,7.76,Warszawa,apartamentowiec,do zamieszkania,,miejskie
805200,36.6,19.0,676.0,2.0,3,6.0,4.3,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1493100,72.0,26.0,1100.0,3.0,3,8.0,2.03,Warszawa,blok,do zamieszkania,plastikowe,miejskie
684000,51.62,7.0,,2.0,2,5.0,9.75,Warszawa,apartamentowiec,do zamieszkania,,miejskie
659000,60.6,55.0,,3.0,4,10.0,7.71,Warszawa,blok,do wykończenia,plastikowe,miejskie
610000,37.2,56.0,687.0,2.0,1,10.0,6.19,Warszawa,blok,do remontu,plastikowe,miejskie
395000,45.0,,,2.0,3,4.0,39.12,Mińsk Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
3590000,135.69,,,5.0,1,2.0,5.78,Warszawa,blok,do zamieszkania,drewniane,
800000,39.4,90.0,547.0,2.0,2,4.0,4.15,Warszawa,kamienica,do zamieszkania,,miejskie
769000,78.0,26.0,800.0,3.0,3,3.0,91.38,Radom,blok,do zamieszkania,plastikowe,miejskie
535000,33.5,60.0,,2.0,8,10.0,9.72,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1350000,62.25,3.0,396.0,3.0,8,12.0,6.78,Warszawa,apartamentowiec,do zamieszkania,,miejskie
579000,34.28,23.0,600.0,1.0,2,3.0,7.46,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1270000,72.4,9.0,980.0,4.0,4,7.0,6.32,Warszawa,apartamentowiec,do zamieszkania,plastikowe,elektryczne
1199000,57.38,4.0,1000.0,3.0,2,3.0,6.83,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1995000,75.0,6.0,1100.0,3.0,3,5.0,7.44,Warszawa,apartamentowiec,do zamieszkania,drewniane,
5490000,156.54,,,4.0,1,2.0,5.74,Warszawa,blok,do zamieszkania,drewniane,
599000,27.4,54.0,650.0,1.0,> 10,15.0,0.58,Warszawa,blok,do remontu,,miejskie
899000,30.0,57.0,480.0,2.0,6,8.0,0.43,Warszawa,blok,do zamieszkania,plastikowe,miejskie
820000,45.75,57.0,1100.0,3.0,parter,10.0,3.26,Warszawa,blok,do zamieszkania,,miejskie
350000,60.0,136.0,300.0,2.0,2,,95.69,Płock,kamienica,do zamieszkania,plastikowe,inne
690000,54.2,16.0,,3.0,1,8.0,15.64,Piaseczno,blok,do zamieszkania,plastikowe,miejskie
1060000,51.0,7.0,650.0,3.0,5,5.0,7.97,Warszawa,blok,do zamieszkania,plastikowe,miejskie
459000,60.45,15.0,318.0,4.0,1,3.0,106.97,Mława,blok,do zamieszkania,plastikowe,gazowe
639000,48.6,57.0,650.0,3.0,5,10.0,8.4,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1100000,56.0,113.0,,2.0,4,5.0,0.64,Warszawa,kamienica,,drewniane,miejskie
499000,40.5,,750.0,2.0,parter,4.0,10.18,Ząbki,blok,,,
1000000,50.0,67.0,980.0,2.0,3,4.0,4.31,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1050000,55.48,16.0,890.0,2.0,4,4.0,9.72,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1220000,53.0,15.0,950.0,2.0,2,7.0,1.0,Warszawa,apartamentowiec,do zamieszkania,drewniane,inne
769000,44.0,40.0,680.0,3.0,7,10.0,3.79,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1160000,82.2,16.0,1300.0,3.0,1,4.0,9.95,Warszawa,apartamentowiec,do zamieszkania,,miejskie
799000,53.0,8.0,1000.0,2.0,3,3.0,5.39,Warszawa,blok,do zamieszkania,,miejskie
650000,44.0,24.0,560.0,2.0,2,2.0,14.41,Józefosław,blok,do zamieszkania,plastikowe,elektryczne
670000,48.31,46.0,680.0,2.0,parter,3.0,11.03,Warszawa,blok,do remontu,drewniane,miejskie
599000,28.2,12.0,650.0,1.0,8,8.0,5.07,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1700000,95.0,73.0,540.0,4.0,4,4.0,3.98,Warszawa,kamienica,do zamieszkania,plastikowe,kotłownia
1500000,55.5,66.0,750.0,2.0,parter,3.0,4.22,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
830000,60.0,3.0,640.0,3.0,3,3.0,23.58,Wieliszew,blok,do zamieszkania,plastikowe,kotłownia
1199000,73.0,48.0,1200.0,4.0,5,10.0,6.54,Warszawa,blok,do zamieszkania,plastikowe,miejskie
699000,60.56,,900.0,2.0,1,2.0,12.39,Warszawa,blok,do remontu,plastikowe,
1450000,67.0,9.0,,5.0,1,3.0,2.72,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
499000,55.0,23.0,550.0,3.0,4,4.0,39.45,Mińsk Mazowiecki,blok,do zamieszkania,,miejskie
840000,56.8,43.0,857.0,3.0,6,15.0,6.27,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1896000,75.75,,990.0,3.0,6,6.0,4.13,Warszawa,apartamentowiec,do zamieszkania,,
1288000,73.0,6.0,1500.0,3.0,7,15.0,9.99,Warszawa,apartamentowiec,do zamieszkania,plastikowe,
2800000,167.0,9.0,2000.0,6.0,8,1.0,6.27,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
799000,29.71,88.0,,2.0,1,2.0,3.52,Warszawa,kamienica,do wykończenia,drewniane,miejskie
1367750,54.71,88.0,,2.0,2,2.0,3.73,Warszawa,kamienica,do wykończenia,drewniane,miejskie
649999,42.0,91.0,,2.0,3,4.0,4.66,Warszawa,kamienica,do remontu,,miejskie
899000,81.57,5.0,914.0,3.0,3,3.0,15.94,Łomianki Dolne,blok,do zamieszkania,,gazowe
659900,49.13,58.0,818.0,3.0,1,4.0,8.22,Warszawa,blok,do remontu,plastikowe,miejskie
790000,45.36,60.0,987.0,2.0,parter,6.0,1.1,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
2190000,101.52,,1700.0,4.0,3,4.0,9.31,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1450000,63.29,6.0,1060.0,3.0,3,6.0,5.96,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1535000,96.1,24.0,1200.0,4.0,3,8.0,5.99,Warszawa,blok,do zamieszkania,plastikowe,miejskie
879000,56.5,2.0,590.0,3.0,1,4.0,13.48,Warszawa,blok,do zamieszkania,,miejskie
549900,37.0,51.0,655.0,2.0,8,10.0,7.57,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1810000,109.7,26.0,3200.0,3.0,3,11.0,7.89,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1370000,97.0,5.0,1500.0,1.0,3,3.0,14.06,Ożarów Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
3258000,108.6,22.0,2600.0,3.0,5,7.0,3.54,Warszawa,apartamentowiec,do zamieszkania,,miejskie
931200,48.0,6.0,700.0,2.0,5,5.0,5.89,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1455500,71.0,8.0,750.0,3.0,> 10,11.0,3.79,Warszawa,apartamentowiec,do wykończenia,drewniane,miejskie
595000,78.6,26.0,,2.0,8,11.0,95.58,Płock,blok,do zamieszkania,,miejskie
2190000,116.0,19.0,1800.0,4.0,3,7.0,4.59,Warszawa,blok,do zamieszkania,plastikowe,miejskie
830000,85.0,34.0,,4.0,3,3.0,28.0,Nowy Dwór Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
450000,32.2,66.0,593.0,1.0,4,4.0,5.67,Warszawa,kamienica,do remontu,drewniane,miejskie
760000,45.23,,660.0,2.0,parter,2.0,22.53,Otwock,blok,do zamieszkania,plastikowe,gazowe
760000,60.01,7.0,810.0,3.0,3,3.0,16.77,Sulejówek,blok,do zamieszkania,plastikowe,kotłownia
510000,37.5,,100.0,2.0,2,2.0,6.55,Warszawa,kamienica,do zamieszkania,plastikowe,
980000,62.5,37.0,,2.0,1,7.0,4.1,Warszawa,blok,do remontu,drewniane,miejskie
549000,26.7,54.0,600.0,2.0,3,15.0,0.78,Warszawa,blok,do zamieszkania,plastikowe,miejskie
650000,57.51,,641.0,3.0,4,,0.32,Warszawa,kamienica,do remontu,drewniane,
465000,48.7,,,3.0,4,4.0,30.48,Kazuń Nowy,blok,do zamieszkania,plastikowe,inne
899000,63.6,36.0,1250.0,3.0,3,3.0,5.36,Warszawa,blok,do zamieszkania,plastikowe,miejskie
599000,52.0,22.0,540.0,2.0,3,3.0,30.18,Grodzisk Mazowiecki,blok,do zamieszkania,plastikowe,gazowe
910000,67.0,15.0,850.0,3.0,1,4.0,9.98,Ząbki,blok,do zamieszkania,plastikowe,miejskie
940000,51.29,13.0,,2.0,,,4.83,Warszawa,blok,,plastikowe,
1090000,35.4,64.0,800.0,1.0,3,5.0,1.34,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
484000,40.0,27.0,800.0,2.0,2,4.0,10.53,Marki,blok,do remontu,plastikowe,miejskie
970000,43.0,17.0,550.0,2.0,4,10.0,3.32,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
895000,61.7,38.0,1270.0,4.0,parter,4.0,7.19,Warszawa,blok,do zamieszkania,plastikowe,miejskie
735000,44.77,11.0,991.0,2.0,2,3.0,7.2,Warszawa,blok,do zamieszkania,,
478800,22.8,62.0,,1.0,4,9.0,2.08,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1870000,58.03,6.0,700.0,2.0,5,10.0,3.92,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1490000,65.0,96.0,460.0,3.0,3,4.0,3.27,Warszawa,kamienica,do zamieszkania,plastikowe,gazowe
1450000,97.0,42.0,1580.0,5.0,3,3.0,4.51,Warszawa,blok,do remontu,,miejskie
330000,36.0,47.0,600.0,2.0,2,4.0,94.11,Płock,blok,do zamieszkania,plastikowe,
640000,43.0,19.0,650.0,2.0,2,3.0,12.14,Warszawa,blok,do zamieszkania,plastikowe,kotłownia
2350000,116.42,2.0,1820.0,3.0,parter,4.0,11.98,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1149000,80.0,18.0,1400.0,3.0,2,4.0,8.01,Warszawa,blok,do zamieszkania,plastikowe,miejskie
847000,56.8,46.0,860.0,2.0,10,15.0,7.48,Warszawa,blok,do zamieszkania,plastikowe,miejskie
920000,51.5,71.0,980.0,2.0,4,7.0,0.73,Warszawa,blok,do zamieszkania,plastikowe,miejskie
429000,35.2,3.0,,2.0,4,5.0,10.14,Warszawa,blok,do wykończenia,plastikowe,
1141635,61.71,8.0,830.0,3.0,2,4.0,8.51,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
700000,42.0,0.0,,2.0,3,,7.91,Warszawa,apartamentowiec,,,miejskie
709000,42.0,58.0,700.0,2.0,6,12.0,1.43,Warszawa,blok,do remontu,plastikowe,miejskie
1250000,83.1,49.0,1700.0,4.0,3,13.0,7.41,Warszawa,blok,do remontu,,
1598000,67.0,18.0,1200.0,2.0,> 10,12.0,1.41,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
3290000,117.5,14.0,,4.0,2,5.0,0.87,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1295000,70.0,15.0,720.0,3.0,2,7.0,5.22,Warszawa,apartamentowiec,do wykończenia,drewniane,miejskie
955000,33.2,4.0,432.0,1.0,1,16.0,1.11,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1850000,62.5,87.0,1215.0,3.0,3,4.0,0.76,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
3200000,245.0,17.0,1388.0,5.0,3,3.0,10.24,Warszawa,apartamentowiec,do zamieszkania,aluminiowe,gazowe
985000,30.54,1.0,,1.0,6,,0.65,Warszawa,apartamentowiec,do wykończenia,,miejskie
1199000,77.85,11.0,1300.0,4.0,parter,2.0,9.6,Warszawa,apartamentowiec,do zamieszkania,drewniane,gazowe
999000,43.18,73.0,815.0,2.0,2,4.0,0.76,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1200000,56.9,1.0,,3.0,3,5.0,6.87,Warszawa,blok,do zamieszkania,plastikowe,miejskie
799000,46.02,63.0,700.0,2.0,parter,3.0,4.61,Warszawa,blok,,plastikowe,miejskie
610000,27.71,59.0,,1.0,8,15.0,0.42,Warszawa,blok,do zamieszkania,,miejskie
1040000,49.6,7.0,900.0,3.0,parter,2.0,7.49,Warszawa,blok,do zamieszkania,plastikowe,miejskie
429000,30.9,,,1.0,4,11.0,19.12,Legionowo,blok,do zamieszkania,plastikowe,miejskie
685000,34.3,63.0,650.0,2.0,parter,4.0,3.88,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1099000,67.7,39.0,,3.0,parter,4.0,6.77,Warszawa,blok,do zamieszkania,plastikowe,miejskie
614000,35.74,16.0,560.0,2.0,parter,8.0,5.84,Warszawa,blok,do zamieszkania,plastikowe,miejskie
880000,75.0,2.0,640.0,3.0,2,5.0,92.27,Radom,apartamentowiec,do zamieszkania,plastikowe,miejskie
600000,50.29,9.0,,3.0,parter,5.0,23.89,Radzymin,blok,do zamieszkania,plastikowe,miejskie
820000,50.5,44.0,,2.0,parter,8.0,8.89,Warszawa,blok,do zamieszkania,,miejskie
755000,47.7,41.0,700.0,2.0,5,11.0,5.39,Warszawa,blok,do wykończenia,plastikowe,miejskie
2600000,89.76,10.0,1800.0,4.0,1,5.0,1.97,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
999000,47.0,7.0,1050.0,3.0,2,8.0,3.67,Warszawa,blok,do zamieszkania,,miejskie
939000,60.5,15.0,1050.0,3.0,parter,3.0,6.84,Warszawa,blok,do zamieszkania,plastikowe,miejskie
550000,42.5,56.0,700.0,2.0,9,9.0,6.28,Warszawa,blok,do remontu,plastikowe,miejskie
1230000,58.88,7.0,1140.0,3.0,parter,7.0,5.7,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
2750000,164.7,25.0,2900.0,4.0,1,7.0,4.44,Warszawa,apartamentowiec,,,
525000,39.0,28.0,800.0,2.0,parter,4.0,10.09,Ząbki,apartamentowiec,do remontu,plastikowe,gazowe
699000,38.69,14.0,855.0,2.0,3,6.0,6.22,Warszawa,apartamentowiec,do zamieszkania,aluminiowe,miejskie
964000,55.26,6.0,,2.0,2,4.0,6.75,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2200000,42.25,1.0,1500.0,2.0,1,7.0,1.23,Warszawa,apartamentowiec,do wykończenia,drewniane,miejskie
425000,37.38,56.0,586.0,2.0,3,3.0,12.86,Piastów,blok,do wykończenia,plastikowe,gazowe
2700000,124.05,115.0,,5.0,5,6.0,0.84,Warszawa,kamienica,do zamieszkania,,
309000,32.48,56.0,,1.0,1,2.0,86.84,Siedlce,blok,do zamieszkania,plastikowe,miejskie
1798500,79.33,4.0,1500.0,4.0,2,4.0,4.04,Warszawa,blok,do zamieszkania,plastikowe,miejskie
849000,59.3,45.0,1200.0,3.0,4,8.0,9.54,Warszawa,blok,do zamieszkania,plastikowe,miejskie
875000,35.39,1.0,600.0,2.0,1,3.0,4.99,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1125000,56.7,59.0,1055.0,3.0,6,10.0,1.43,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1228113,67.11,4.0,1000.0,4.0,2,3.0,8.7,Warszawa,blok,do wykończenia,,miejskie
820000,42.5,-78.0,695.0,2.0,parter,5.0,8.27,Warszawa,blok,do zamieszkania,plastikowe,miejskie
750000,46.6,58.0,900.0,3.0,1,10.0,2.42,Warszawa,blok,do zamieszkania,plastikowe,miejskie
619000,71.51,16.0,667.0,3.0,7,8.0,89.68,Radom,blok,do zamieszkania,plastikowe,miejskie
889000,45.2,60.0,,2.0,4,6.0,1.1,Warszawa,blok,do remontu,,miejskie
1399000,75.5,26.0,1300.0,3.0,6,6.0,11.22,Warszawa,blok,do zamieszkania,,gazowe
2150000,91.3,16.0,1200.0,4.0,2,10.0,9.9,Warszawa,blok,do zamieszkania,drewniane,miejskie
899000,50.25,66.0,,2.0,1,3.0,3.8,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1659000,70.0,9.0,950.0,4.0,parter,7.0,4.46,Warszawa,blok,do zamieszkania,drewniane,miejskie
440000,31.0,50.0,600.0,2.0,6,10.0,6.45,Warszawa,blok,do remontu,,miejskie
699000,52.5,21.0,1182.0,3.0,3,3.0,9.53,Warszawa,blok,do zamieszkania,,gazowe
11990000,271.0,5.0,4000.0,7.0,7,8.0,1.38,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
375000,59.66,,,3.0,4,4.0,103.11,Ostrołęka,blok,do zamieszkania,,miejskie
795000,42.0,,,2.0,6,9.0,0.56,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
850000,47.23,68.0,530.0,3.0,5,7.0,1.3,Warszawa,blok,do wykończenia,,miejskie
1440000,78.12,14.0,1200.0,3.0,4,6.0,6.44,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
659000,43.9,11.0,525.0,2.0,parter,4.0,27.86,Nowy Dwór Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
989000,52.56,18.0,760.0,2.0,1,5.0,6.29,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1149000,71.6,18.0,1175.0,3.0,4,7.0,7.71,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1280000,65.0,7.0,1000.0,3.0,5,6.0,5.25,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1349000,63.21,9.0,1500.0,3.0,1,7.0,4.9,Warszawa,apartamentowiec,,plastikowe,miejskie
799000,26.9,57.0,325.0,1.0,> 10,25.0,0.48,Warszawa,blok,do zamieszkania,plastikowe,
800000,48.07,64.0,903.0,2.0,3,6.0,2.7,Warszawa,blok,do remontu,,miejskie
460000,37.2,66.0,560.0,2.0,parter,2.0,13.54,Zielonka,blok,do zamieszkania,plastikowe,miejskie
1190000,64.81,20.0,1100.0,3.0,1,3.0,8.7,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
999000,51.0,,,3.0,parter,,6.94,Warszawa,blok,do zamieszkania,,miejskie
807000,47.48,9.0,1000.0,2.0,3,7.0,9.27,Warszawa,blok,do zamieszkania,plastikowe,miejskie
3100000,117.9,25.0,,4.0,4,12.0,0.7,Warszawa,apartamentowiec,,,
660000,23.0,70.0,550.0,1.0,5,5.0,1.76,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1892000,87.16,2.0,,4.0,2,5.0,5.07,Warszawa,apartamentowiec,do zamieszkania,,miejskie
989000,63.43,8.0,940.0,3.0,parter,5.0,8.73,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1380000,77.5,,1200.0,4.0,parter,7.0,2.3,Warszawa,kamienica,do remontu,drewniane,
485000,63.0,,,3.0,3,4.0,43.09,Żyrardów,blok,do zamieszkania,plastikowe,miejskie
995000,43.5,66.0,600.0,2.0,3,4.0,1.37,Warszawa,blok,do zamieszkania,plastikowe,miejskie
